ball_6533.jpg,0,0,20,21,white
ball_7433.jpg,0,0,17,17,white
ball_741.jpg,0,0,19,20,white
ball_12077.jpg,0,0,17,20,white
ball_8579.jpg,0,0,20,19,white
ball_8101.jpg,0,0,22,23,white
ball_10621.jpg,0,0,18,19,white
ball_7753.jpg,0,0,19,21,white
ball_4393.jpg,0,0,19,21,white
ball_119.jpg,0,0,22,26,white
ball_1471.jpg,0,0,21,23,white
ball_6901.jpg,0,0,21,22,white
ball_4493.jpg,0,0,19,21,white
ball_9987.jpg,0,0,18,19,white
ball_9379.jpg,0,0,20,21,white
ball_6947.jpg,0,0,21,21,white
ball_4245.jpg,0,0,18,19,white
ball_557.jpg,0,0,19,20,white
ball_3253.jpg,0,0,32,25,white
ball_1905.jpg,0,0,22,22,white
ball_1101.jpg,0,0,22,23,white
ball_9023.jpg,0,0,19,17,white
ball_3553.jpg,0,0,21,18,white
ball_8217.jpg,0,0,22,23,white
ball_5601.jpg,0,0,20,22,white
ball_8559.jpg,0,0,18,18,white
ball_5859.jpg,0,0,17,18,white
ball_3421.jpg,0,0,25,21,white
ball_4791.jpg,0,0,18,20,white
ball_5113.jpg,0,0,21,20,white
ball_10145.jpg,0,0,25,25,white
ball_8283.jpg,0,0,23,22,white
ball_9141.jpg,0,0,23,24,white
ball_3195.jpg,0,0,32,27,white
ball_11005.jpg,0,0,20,21,white
ball_2327.jpg,0,0,14,12,white
ball_8747.jpg,0,0,19,17,white
ball_4755.jpg,0,0,22,22,white
ball_1529.jpg,0,0,21,22,white
ball_1283.jpg,0,0,21,22,white
ball_9499.jpg,0,0,19,21,white
ball_5007.jpg,0,0,19,19,white
ball_5479.jpg,0,0,20,22,white
ball_5717.jpg,0,0,20,22,white
ball_849.jpg,0,0,19,20,white
ball_5837.jpg,0,0,15,19,white
ball_2001.jpg,0,0,20,25,white
ball_743.jpg,0,0,19,20,white
ball_10887.jpg,0,0,17,19,white
ball_5599.jpg,0,0,20,22,white
ball_9365.jpg,0,0,19,20,white
ball_5911.jpg,0,0,17,17,white
ball_2731.jpg,0,0,20,20,white
ball_2259.jpg,0,0,15,13,white
ball_2693.jpg,0,0,20,20,white
ball_9411.jpg,0,0,20,20,white
ball_3277.jpg,0,0,22,22,white
ball_1003.jpg,0,0,19,16,white
ball_23.jpg,0,0,22,26,white
ball_4671.jpg,0,0,16,16,white
ball_321.jpg,0,0,25,24,white
ball_7955.jpg,0,0,19,21,white
ball_9697.jpg,0,0,21,22,white
ball_1871.jpg,0,0,22,22,white
ball_12355.jpg,0,0,17,18,white
ball_6475.jpg,0,0,20,21,white
ball_10829.jpg,0,0,17,19,white
ball_2685.jpg,0,0,20,20,white
ball_9799.jpg,0,0,19,22,white
ball_11923.jpg,0,0,18,21,white
ball_9001.jpg,0,0,19,17,white
ball_3015.jpg,0,0,20,21,white
ball_1245.jpg,0,0,19,21,white
ball_3569.jpg,0,0,23,22,white
ball_9261.jpg,0,0,21,22,white
ball_7103.jpg,0,0,17,19,white
ball_5107.jpg,0,0,21,20,white
ball_7357.jpg,0,0,17,18,white
ball_1229.jpg,0,0,22,21,white
ball_11719.jpg,0,0,14,17,white
ball_6283.jpg,0,0,19,22,white
ball_8027.jpg,0,0,22,23,white
