ball_6533.jpg,0,0,20,21
ball_7433.jpg,0,0,17,17
ball_741.jpg,0,0,19,20
ball_12077.jpg,0,0,17,20
ball_8579.jpg,0,0,20,19
ball_8101.jpg,0,0,22,23
ball_10621.jpg,0,0,18,19
ball_7753.jpg,0,0,19,21
ball_4393.jpg,0,0,19,21
ball_119.jpg,0,0,22,26
ball_1471.jpg,0,0,21,23
ball_6901.jpg,0,0,21,22
ball_4493.jpg,0,0,19,21
ball_9987.jpg,0,0,18,19
ball_9379.jpg,0,0,20,21
ball_6947.jpg,0,0,21,21
ball_4245.jpg,0,0,18,19
ball_557.jpg,0,0,19,20
ball_3253.jpg,0,0,32,25
ball_1905.jpg,0,0,22,22
ball_1101.jpg,0,0,22,23
ball_9023.jpg,0,0,19,17
ball_3553.jpg,0,0,21,18
ball_8217.jpg,0,0,22,23
ball_5601.jpg,0,0,20,22
ball_8559.jpg,0,0,18,18
ball_5859.jpg,0,0,17,18
ball_3421.jpg,0,0,25,21
ball_4791.jpg,0,0,18,20
ball_5113.jpg,0,0,21,20
ball_10145.jpg,0,0,25,25
ball_8283.jpg,0,0,23,22
ball_9141.jpg,0,0,23,24
ball_3195.jpg,0,0,32,27
ball_11005.jpg,0,0,20,21
ball_2327.jpg,0,0,14,12
ball_8747.jpg,0,0,19,17
ball_4755.jpg,0,0,22,22
ball_1529.jpg,0,0,21,22
ball_1283.jpg,0,0,21,22
ball_9499.jpg,0,0,19,21
ball_5007.jpg,0,0,19,19
ball_5479.jpg,0,0,20,22
ball_5717.jpg,0,0,20,22
ball_849.jpg,0,0,19,20
ball_5837.jpg,0,0,15,19
ball_2001.jpg,0,0,20,25
ball_743.jpg,0,0,19,20
ball_10887.jpg,0,0,17,19
ball_5599.jpg,0,0,20,22
ball_9365.jpg,0,0,19,20
ball_5911.jpg,0,0,17,17
ball_2731.jpg,0,0,20,20
ball_2259.jpg,0,0,15,13
ball_2693.jpg,0,0,20,20
ball_9411.jpg,0,0,20,20
ball_3277.jpg,0,0,22,22
ball_1003.jpg,0,0,19,16
ball_23.jpg,0,0,22,26
ball_4671.jpg,0,0,16,16
ball_321.jpg,0,0,25,24
ball_7955.jpg,0,0,19,21
ball_9697.jpg,0,0,21,22
ball_1871.jpg,0,0,22,22
ball_12355.jpg,0,0,17,18
ball_6475.jpg,0,0,20,21
ball_10829.jpg,0,0,17,19
ball_2685.jpg,0,0,20,20
ball_9799.jpg,0,0,19,22
ball_11923.jpg,0,0,18,21
ball_9001.jpg,0,0,19,17
ball_3015.jpg,0,0,20,21
ball_1245.jpg,0,0,19,21
ball_3569.jpg,0,0,23,22
ball_9261.jpg,0,0,21,22
ball_7103.jpg,0,0,17,19
ball_5107.jpg,0,0,21,20
ball_7357.jpg,0,0,17,18
ball_1229.jpg,0,0,22,21
ball_11719.jpg,0,0,14,17
ball_6283.jpg,0,0,19,22
ball_8027.jpg,0,0,22,23
ball_9691.jpg,0,0,19,20
ball_4139.jpg,0,0,17,19
ball_4287.jpg,0,0,18,21
ball_11089.jpg,0,0,20,22
ball_8899.jpg,0,0,19,17
ball_3885.jpg,0,0,22,23
ball_9203.jpg,0,0,21,22
ball_1389.jpg,0,0,21,22
ball_9191.jpg,0,0,21,23
ball_411.jpg,0,0,22,26
ball_9161.jpg,0,0,22,23
ball_7231.jpg,0,0,17,19
ball_8751.jpg,0,0,19,17
ball_2459.jpg,0,0,15,13
ball_2803.jpg,0,0,20,20
ball_1667.jpg,0,0,22,22
ball_10817.jpg,0,0,17,19
ball_4023.jpg,0,0,18,19
ball_389.jpg,0,0,24,26
ball_6979.jpg,0,0,19,19
ball_10107.jpg,0,0,23,22
ball_579.jpg,0,0,19,20
ball_5669.jpg,0,0,20,22
ball_2269.jpg,0,0,15,12
ball_11789.jpg,0,0,20,21
ball_11427.jpg,0,0,17,19
ball_1855.jpg,0,0,22,22
ball_9319.jpg,0,0,20,21
ball_9207.jpg,0,0,21,23
ball_7437.jpg,0,0,17,18
ball_10353.jpg,0,0,20,21
ball_4249.jpg,0,0,19,22
ball_13.jpg,0,0,22,26
ball_11429.jpg,0,0,16,17
ball_3181.jpg,0,0,26,28
ball_893.jpg,0,0,19,20
ball_10437.jpg,0,0,18,19
ball_5731.jpg,0,0,20,22
ball_8911.jpg,0,0,19,17
ball_3073.jpg,0,0,19,19
ball_10479.jpg,0,0,18,19
ball_4483.jpg,0,0,20,22
ball_8309.jpg,0,0,23,22
ball_7105.jpg,0,0,18,19
ball_6069.jpg,0,0,17,20
ball_2341.jpg,0,0,14,14
ball_6531.jpg,0,0,20,21
ball_7889.jpg,0,0,19,21
ball_641.jpg,0,0,19,20
ball_6167.jpg,0,0,20,19
ball_1365.jpg,0,0,21,22
ball_7927.jpg,0,0,19,21
ball_12039.jpg,0,0,17,18
ball_8159.jpg,0,0,22,23
ball_7095.jpg,0,0,18,19
ball_439.jpg,0,0,25,25
ball_10881.jpg,0,0,17,19
ball_3791.jpg,0,0,17,21
ball_11807.jpg,0,0,17,21
ball_7899.jpg,0,0,19,21
ball_10303.jpg,0,0,20,20
ball_11849.jpg,0,0,21,24
ball_9901.jpg,0,0,19,21
ball_7571.jpg,0,0,19,21
ball_8529.jpg,0,0,20,19
ball_10661.jpg,0,0,17,19
ball_3291.jpg,0,0,26,26
ball_2671.jpg,0,0,20,20
ball_9235.jpg,0,0,22,23
ball_7415.jpg,0,0,17,18
ball_7787.jpg,0,0,19,21
ball_867.jpg,0,0,19,20
ball_3825.jpg,0,0,19,22
ball_8191.jpg,0,0,22,23
ball_4681.jpg,0,0,16,16
ball_7143.jpg,0,0,17,19
ball_4943.jpg,0,0,17,19
ball_9149.jpg,0,0,22,23
ball_2093.jpg,0,0,17,20
ball_11577.jpg,0,0,16,17
ball_11649.jpg,0,0,14,17
ball_757.jpg,0,0,19,20
ball_1645.jpg,0,0,22,22
ball_7755.jpg,0,0,19,21
ball_627.jpg,0,0,19,20
ball_9177.jpg,0,0,23,23
ball_4229.jpg,0,0,18,19
ball_3455.jpg,0,0,22,22
ball_3545.jpg,0,0,20,20
ball_9821.jpg,0,0,20,21
ball_1835.jpg,0,0,22,22
ball_9453.jpg,0,0,19,21
ball_6647.jpg,0,0,24,24
ball_12281.jpg,0,0,18,18
ball_9845.jpg,0,0,21,21
ball_9787.jpg,0,0,19,19
ball_619.jpg,0,0,19,20
ball_3245.jpg,0,0,25,23
ball_1157.jpg,0,0,22,20
ball_9101.jpg,0,0,23,23
ball_9493.jpg,0,0,19,21
